0,-0.76
5,-0.69
10,-0.56
15,-0.39
20,-0.16
25,0.13
30,0.45
31,0.68
32,0.776
33,0.888
34,1
35,1.128
36,1.256
37,1.424
38,1.576
39,1.744
40,1.944
41,2.104
42,2.34
43,2.592
44,2.88
45,3.176
46,3.6
47,4
48,4.544
49,5.21
50,6.136
50.5,6.86
51,7.6
51.5,8.9
52,10.78
52.1,11.31
52.2,11.88
52.3,12.88
52.4,13.93
52.5,15.04
55,14.98
