X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-1.240000e-03,2.000000e-06
0,-3.60e-01,-4.60e-01,
1,-4.20e-01,-5.20e-01,
2,-3.60e-01,-4.40e-01,
3,-4.20e-01,-5.20e-01,
4,-3.80e-01,-5.20e-01,
5,-4.40e-01,-4.40e-01,
6,-3.80e-01,-5.00e-01,
7,-4.40e-01,-4.40e-01,
8,-4.00e-01,-5.00e-01,
9,-4.60e-01,-4.40e-01,
10,-4.00e-01,-5.00e-01,
11,-4.60e-01,-4.40e-01,
12,-4.00e-01,-5.00e-01,
13,-4.80e-01,-4.40e-01,
14,-4.20e-01,-5.00e-01,
15,-4.80e-01,-4.40e-01,
16,-4.20e-01,-5.00e-01,
17,-4.80e-01,-4.40e-01,
18,-4.20e-01,-4.40e-01,
19,-4.80e-01,-5.00e-01,
20,-4.80e-01,-4.40e-01,
21,-4.40e-01,-5.00e-01,
22,-4.40e-01,-5.00e-01,
23,-5.00e-01,-4.40e-01,
24,-4.40e-01,-4.40e-01,
25,-5.00e-01,-5.00e-01,
26,-5.00e-01,-5.00e-01,
27,-4.40e-01,-4.40e-01,
28,-5.00e-01,-4.40e-01,
29,-4.40e-01,-5.00e-01,
30,-5.00e-01,-4.40e-01,
31,-4.40e-01,-4.80e-01,
32,-5.00e-01,-5.00e-01,
33,-4.60e-01,-4.20e-01,
34,-5.20e-01,-4.20e-01,
35,-4.60e-01,-4.80e-01,
36,-4.60e-01,-4.80e-01,
37,-5.20e-01,-4.20e-01,
38,-4.60e-01,-4.80e-01,
39,-5.20e-01,-4.20e-01,
40,-5.20e-01,-4.80e-01,
41,-4.60e-01,-4.20e-01,
42,-5.20e-01,-4.80e-01,
43,-4.60e-01,-4.20e-01,
44,-4.60e-01,-4.20e-01,
45,-5.20e-01,-4.80e-01,
46,-4.60e-01,-4.80e-01,
47,-5.20e-01,-4.20e-01,
48,-5.20e-01,-4.20e-01,
49,-4.60e-01,-4.80e-01,
50,-5.20e-01,-4.80e-01,
51,-4.60e-01,-4.20e-01,
52,-5.20e-01,-4.20e-01,
53,-4.60e-01,-4.80e-01,
54,-5.20e-01,-4.80e-01,
55,-4.60e-01,-4.00e-01,
56,-4.60e-01,-4.00e-01,
57,-5.20e-01,-4.80e-01,
58,-5.20e-01,-4.00e-01,
59,-4.60e-01,-4.60e-01,
60,-4.60e-01,-4.60e-01,
61,-5.20e-01,-4.00e-01,
62,-5.20e-01,-4.60e-01,
63,-4.60e-01,-4.00e-01,
64,-5.20e-01,-4.60e-01,
65,-4.60e-01,-4.00e-01,
66,-4.60e-01,-4.60e-01,
67,-5.20e-01,-4.00e-01,
68,-5.20e-01,-4.60e-01,
69,-4.60e-01,-4.00e-01,
70,-5.20e-01,-4.60e-01,
71,-4.60e-01,-4.00e-01,
72,-5.20e-01,-4.00e-01,
73,-4.60e-01,-4.60e-01,
74,-5.20e-01,-4.60e-01,
75,-4.60e-01,-4.00e-01,
76,-5.20e-01,-4.60e-01,
77,-4.60e-01,-4.00e-01,
78,-5.20e-01,-4.00e-01,
79,-4.60e-01,-4.60e-01,
80,-5.20e-01,-4.40e-01,
81,-4.60e-01,-4.00e-01,
82,-5.20e-01,-4.40e-01,
83,-4.60e-01,-3.80e-01,
84,-5.20e-01,-4.40e-01,
85,-4.60e-01,-3.80e-01,
86,-5.20e-01,-3.80e-01,
87,-4.60e-01,-4.60e-01,
88,-5.20e-01,-4.40e-01,
89,-4.60e-01,-3.80e-01,
90,-4.60e-01,-4.40e-01,
91,-5.40e-01,-3.80e-01,
92,-5.20e-01,-4.40e-01,
93,-4.60e-01,-3.80e-01,
94,-5.20e-01,-3.80e-01,
95,-4.60e-01,-4.40e-01,
96,-5.20e-01,-4.40e-01,
97,-4.80e-01,-3.80e-01,
98,-5.20e-01,-4.40e-01,
99,-4.60e-01,-3.80e-01,
100,-5.40e-01,-4.40e-01,
101,-4.60e-01,-3.80e-01,
102,-5.20e-01,-4.40e-01,
103,-4.60e-01,-3.80e-01,
104,-5.20e-01,-3.80e-01,
105,-4.60e-01,-4.40e-01,
106,-4.60e-01,-3.80e-01,
107,-5.40e-01,-4.20e-01,
108,-5.40e-01,-3.80e-01,
109,-4.60e-01,-4.40e-01,
110,-5.20e-01,-4.20e-01,
111,-4.60e-01,-3.60e-01,
112,-4.60e-01,-4.20e-01,
113,-5.40e-01,-3.60e-01,
114,-4.80e-01,-4.20e-01,
115,-5.40e-01,-3.60e-01,
116,-4.60e-01,-4.20e-01,
117,-5.40e-01,-3.60e-01,
118,-5.40e-01,-3.60e-01,
119,-4.60e-01,-4.20e-01,
120,-4.80e-01,-3.60e-01,
121,-5.40e-01,-4.20e-01,
122,-4.80e-01,-4.20e-01,
123,-5.40e-01,-3.60e-01,
124,-4.80e-01,-3.60e-01,
125,-5.40e-01,-4.20e-01,
126,-4.80e-01,-4.20e-01,
127,-5.40e-01,-3.60e-01,
128,-4.80e-01,-4.20e-01,
129,-5.40e-01,-3.60e-01,
130,-4.80e-01,-3.60e-01,
