0,-0.71
5,-0.52
10,-0.276
15,0.064
20,0.532
25,1.14
30,1.92
35,3
40,4.96
41,5.37
42,5.86
43,6.42
44,7.02
45,7.69
46,8.52
47,9.4
48,10.54
49,12.04
49.5,12.93
50,14.02
50.1,14.01
50.2,14.39
50.3,14.8
50.4,14.92
50.5,14.98
51,15
55,14.94
60,14.91
65,14.88
