frame,x,y
35000,482,231
35050,482,231
35100,482,231
35150,482,231
35200,482,231
35250,482,231
35300,482,231
35350,482,231
35400,482,231
35450,482,231
35500,482,231
35550,482,231
35600,482,231
35650,482,231
35700,482,231
35750,482,231
35800,482,231
35850,482,231
35900,482,231
35950,482,231
36000,482,231
36050,482,231
36100,482,231
36150,482,231
36200,482,231
36250,482,231
36300,482,231
36350,482,231
36400,482,231
36450,482,231
36500,482,231
36550,482,231
36600,482,232
36650,482,232
36700,482,232
36750,482,232
36800,482,232
36850,482,232
36900,482,232
36950,482,232
37000,482,232
37050,482,232
37100,482,232
37150,482,232
37200,482,231
37250,482,231
37300,482,231
37350,482,231
37400,482,231
37450,482,231
37500,482,231
37550,486,231
37600,486,231
37650,486,231
37700,486,231
37750,486,231
37800,486,231
37850,486,231
37900,486,231
37950,486,231
38000,486,231
38050,486,231
38100,486,231
38150,486,231
38200,486,232
38250,486,232
38300,486,232
38350,486,232
38400,486,232
38450,486,232
38500,486,232
38550,486,232
38600,486,232
38650,486,232
38700,486,232
38750,486,232
38800,486,232
38850,486,232
38900,486,232
38950,486,232
39000,486,232
39050,486,232
39100,486,232
39150,486,232
39200,486,232
39250,486,232
39300,486,232
39350,486,232
39400,486,232
39450,486,232
39500,485,233
39550,485,233
39600,485,233
39650,486,231
39700,486,231
39750,486,231
39800,486,231
39850,486,231
39900,486,231
39950,486,231
40000,486,231
40050,486,231
40100,486,232
40150,486,232
40200,486,232
40250,486,232
40300,486,232
40350,486,232
40400,486,232
40450,486,232
40500,486,232
40550,486,232
40600,486,232
40650,486,232
40700,486,232
40750,486,232
40800,486,232
40850,486,232
40900,486,232
40950,486,232
41000,486,232
41050,486,232
41100,486,232
41150,486,232
41200,486,232
41250,486,232
41300,486,232
41350,486,232
41400,486,232
41450,486,232
41500,486,232
41550,486,232
41600,486,232
41650,486,232
41700,486,232
41750,486,232
41800,486,232
41850,486,232
41900,486,231
41950,486,231
42000,486,231
42050,486,231
42100,486,231
42150,486,231
42200,486,231
42250,486,231
42300,486,231
42350,486,231
42400,486,231
42450,486,231
42500,486,232
42550,486,232
42600,486,232
42650,486,232
42700,486,232
42750,486,232
42800,486,232
42850,486,232
42900,486,232
42950,486,232
43000,486,232
43050,486,232
43100,486,231
43150,486,231
43200,486,231
43250,486,231
43300,486,231
43350,486,231
43400,486,231
43450,486,231
43500,486,231
43550,486,231
43600,486,231
43650,486,231
43700,485,233
43750,485,233
43800,485,233
43850,486,232
43900,486,232
43950,486,232
44000,486,232
44050,486,232
44100,486,232
44150,486,232
44200,486,232
44250,486,232
44300,486,232
44350,486,232
44400,486,232
44450,486,232
44500,486,232
44550,486,232
44600,486,232
44650,486,232
44700,486,232
44750,486,232
44800,486,232
44850,486,232
44900,486,232
44950,486,232
45000,486,232
45050,486,232
45100,486,232
45150,486,232
45200,486,232
45250,486,232
45300,486,232
45350,486,232
45400,486,232
45450,486,232
45500,486,232
45550,486,232
45600,486,232
45650,486,232
45700,486,232
45750,486,232
45800,486,232
45850,486,232
45900,486,232
45950,486,232
46000,486,232
46050,486,232
46100,486,232
46150,486,232
46200,486,232
46250,486,232
46300,486,232
46350,486,232
46400,486,232
46450,486,232
46500,486,232
46550,486,232
46600,486,232
46650,486,232
46700,486,232
46750,486,232
46800,486,232
46850,486,232
46900,486,232
46950,486,232
47000,486,232
47050,486,232
47100,486,232
47150,486,232
47200,486,232
47250,486,232
47300,486,232
47350,486,232
47400,486,232
47450,486,232
47500,486,232
47550,486,232
47600,486,232
47650,486,232
47700,486,232
47750,486,232
47800,486,232
47850,486,232
47900,486,231
47950,486,231
48000,486,231
48050,486,231
48100,486,231
48150,486,231
48200,486,231
48250,486,231
48300,486,231
48350,486,231
48400,486,231
48450,486,231
48500,486,232
48550,486,232
48600,486,232
48650,486,232
48700,486,232
48750,486,232
48800,486,232
48850,486,232
48900,486,232
48950,486,232
49000,486,232
49050,486,232
49100,486,232
49150,486,232
49200,486,232
49250,486,232
49300,486,232
49350,486,232
49400,486,232
49450,486,232
49500,486,232
49550,486,232
49600,486,232
49650,486,232
49700,486,231
49750,484,233
49800,484,233
49850,484,233
49900,484,233
49950,484,233
50000,484,233
50050,484,233
50100,484,233
50150,484,233
50200,484,233
50250,484,233
50300,486,232
50350,486,232
50400,486,232
50450,486,232
50500,486,232
50550,486,232
50600,486,232
50650,486,232
50700,486,232
50750,486,232
50800,486,232
50850,486,232
50900,486,231
50950,486,231
51000,486,231
51050,486,231
51100,486,231
51150,486,231
51200,486,231
51250,486,231
51300,486,231
51350,486,231
51400,486,231
51450,486,231
51500,486,231
51550,486,231
51600,486,231
51650,486,231
51700,486,231
51750,486,231
51800,486,231
51850,486,231
51900,486,231
51950,486,231
52000,486,231
52050,486,231
52100,486,231
52150,486,231
52200,486,231
52250,486,231
52300,486,231
52350,486,231
52400,486,231
52450,486,231
52500,486,231
52550,486,231
52600,486,231
52650,486,231
52700,486,231
52750,486,231
52800,486,231
52850,486,231
52900,486,231
52950,486,231
53000,486,231
53050,486,231
53100,486,231
53150,486,231
53200,486,231
53250,486,231
53300,486,231
53350,486,231
53400,486,231
53450,486,231
53500,486,231
53550,486,231
53600,486,231
53650,486,231
53700,486,231
53750,486,231
53800,486,231
53850,486,231
53900,486,231
53950,486,231
54000,486,231
54050,486,231
54100,486,231
54150,486,231
54200,486,231
54250,486,231
54300,486,231
54350,486,231
54400,486,231
54450,486,231
54500,484,233
54550,484,233
54600,484,233
54650,484,233
54700,484,233
54750,486,231
54800,486,231
54850,486,231
54900,486,231
54950,486,231
55000,486,231
55050,486,231
55100,486,232
55150,486,232
55200,486,232
55250,486,232
55300,486,232
55350,486,232
55400,486,231
55450,486,231
55500,486,231
55550,486,231
55600,486,231
55650,486,231
55700,486,231
55750,486,231
55800,486,231
55850,486,231
55900,486,231
55950,486,231
56000,486,231
56050,486,231
56100,486,231
56150,486,231
56200,486,231
56250,486,231
56300,484,233
56350,484,233
56400,484,233
56450,484,233
56500,484,233
56550,484,233
56600,484,233
56650,484,233
56700,484,233
56750,484,233
56800,484,233
56850,484,233
56900,486,231
56950,485,233
57000,485,233
57050,485,233
57100,485,233
57150,485,233
57200,486,231
57250,486,231
57300,486,231
57350,486,231
57400,486,231
57450,486,231
57500,484,233
57550,484,233
57600,484,233
57650,484,233
57700,484,233
57750,484,233
57800,484,233
57850,484,233
57900,484,233
57950,484,233
58000,484,233
58050,484,233
58100,486,231
58150,486,231
58200,486,231
58250,486,231
58300,486,231
58350,486,231
58400,486,231
58450,486,231
58500,486,231
58550,486,231
58600,486,231
58650,486,231
58700,484,233
58750,484,233
58800,484,233
58850,484,233
58900,484,233
58950,484,231
59000,484,231
59050,484,231
59100,484,231
59150,484,231
59200,484,231
59250,484,231
59300,486,232
59350,486,232
59400,486,232
59450,484,231
59500,484,231
59550,484,231
59600,484,231
59650,484,231
59700,484,231
59750,484,231
59800,484,231
59850,484,231
59900,486,232
59950,486,232
60000,486,232
60050,486,232
60100,486,232
60150,486,232
60200,486,232
60250,486,232
60300,486,232
60350,486,232
60400,486,232
60450,486,232
60500,486,232
60550,486,232
60600,486,232
60650,486,232
60700,486,232
60750,486,232
60800,486,232
60850,484,233
60900,484,233
60950,484,233
61000,484,233
61050,484,233
61100,484,231
61150,486,232
61200,486,232
61250,486,232
61300,486,232
61350,486,232
61400,486,232
61450,486,232
61500,486,232
61550,486,232
61600,486,232
61650,486,232
61700,486,232
61750,486,232
61800,486,232
61850,486,232
61900,486,232
61950,486,232
62000,486,232
62050,486,232
62100,486,232
62150,484,231
62200,484,231
62250,484,231
62300,486,232
62350,486,232
62400,486,232
62450,486,232
62500,486,232
62550,486,232
62600,486,232
62650,486,232
62700,486,232
62750,486,232
62800,486,232
62850,486,232
62900,484,231
62950,484,231
63000,484,231
63050,484,231
63100,484,231
63150,484,231
63200,484,231
63250,484,231
63300,484,231
63350,484,231
63400,484,231
63450,484,231
63500,485,233
63550,485,233
63600,485,233
63650,485,233
63700,485,233
63750,485,233
63800,485,233
63850,485,233
63900,485,233
63950,485,233
64000,485,233
64050,485,233
64100,484,231
64150,484,231
64200,484,231
64250,484,231
64300,484,231
64350,484,231
64400,484,231
64450,484,231
64500,484,231
64550,484,231
64600,484,231
64650,484,231
64700,486,232
64750,486,232
64800,484,231
64850,484,231
64900,484,231
64950,484,231
65000,484,231
65050,484,231
65100,484,231
65150,484,231
65200,484,231
65250,484,231
65300,484,231
65350,484,231
65400,484,231
65450,484,231
65500,484,231
65550,484,231
65600,484,231
65650,484,231
65700,484,231
65750,484,231
65800,484,231
65850,484,231
65900,484,231
65950,484,231
66000,484,231
66050,484,231
66100,484,231
66150,484,231
66200,484,231
66250,484,231
66300,484,231
66350,484,231
66400,484,231
66450,484,231
66500,484,231
66550,484,231
66600,484,231
66650,484,231
66700,484,231
66750,484,231
66800,484,231
66850,484,231
66900,484,231
66950,484,231
67000,484,231
67050,484,231
67100,484,231
67150,486,232
67200,486,232
67250,486,232
67300,486,232
67350,486,232
67400,486,232
67450,486,232
67500,486,232
67550,486,232
67600,486,232
67650,486,232
67700,486,232
67750,484,231
67800,484,231
67850,484,231
67900,486,232
67950,486,232
68000,484,231
68050,484,231
68100,484,231
68150,484,231
68200,484,231
68250,484,231
68300,486,232
68350,486,232
68400,486,232
68450,486,232
68500,486,232
68550,486,232
68600,484,231
68650,484,231
68700,484,231
68750,484,231
68800,484,231
68850,484,231
68900,484,233
68950,484,233
69000,484,233
69050,484,233
69100,484,233
69150,484,233
69200,484,231
69250,484,231
69300,484,231
69350,484,231
69400,484,231
69450,484,231
69500,486,232
69550,486,232
69600,484,231
69650,484,231
69700,484,231
69750,484,231
69800,486,232
69850,486,232
69900,486,232
69950,486,232
70000,486,232
70050,486,232
70100,486,232
70150,484,231
70200,484,231
70250,484,231
70300,484,231
70350,484,231
70400,484,231
70450,484,231
70500,486,232
70550,486,232
70600,486,232
70650,486,232
70700,484,231
70750,484,231
70800,484,231
70850,484,231
70900,484,231
70950,484,231
71000,484,231
71050,484,231
71100,484,231
71150,484,231
71200,484,231
71250,484,231
71300,484,231
71350,484,231
71400,484,231
71450,484,231
71500,484,231
71550,484,231
71600,484,231
71650,484,231
71700,484,231
71750,484,231
71800,484,231
71850,484,231
71900,484,231
71950,484,231
72000,484,231
72050,484,231
72100,484,231
72150,484,231
72200,484,231
72250,484,231
72300,484,231
72350,484,231
72400,484,231
72450,484,231
72500,484,231
72550,484,231
72600,484,231
72650,484,231
72700,484,231
72750,484,231
72800,484,231
72850,484,231
72900,484,231
72950,484,231
73000,484,231
73050,484,231
73100,484,231
73150,484,231
73200,484,231
73250,484,231
73300,484,231
73350,484,231
73400,484,231
73450,484,231
73500,484,231
73550,484,231
73600,484,231
73650,484,231
73700,484,231
73750,484,231
73800,484,231
73850,484,231
73900,484,231
73950,484,231
74000,484,231
74050,484,231
74100,484,231
74150,484,231
74200,484,231
74250,484,231
74300,484,231
74350,484,231
74400,484,231
74450,484,231
74500,486,232
74550,486,232
74600,486,232
74650,486,232
74700,486,232
74750,486,232
74800,484,231
74850,484,231
74900,484,231
74950,484,231
75000,484,231
75050,484,231
75100,489,231
75150,489,231
75200,489,231
75250,489,231
75300,489,231
75350,489,231
75400,488,231
75450,489,231
75500,489,231
75550,489,231
75600,489,231
75650,489,231
75700,489,231
75750,489,231
75800,489,231
75850,489,231
75900,489,231
75950,489,231
76000,488,231
76050,488,231
76100,489,231
76150,489,231
76200,489,231
76250,489,231
76300,489,231
76350,489,231
76400,489,231
76450,489,231
76500,489,231
76550,489,231
76600,489,231
76650,489,231
76700,489,231
76750,489,231
76800,489,231
76850,489,231
76900,489,231
76950,489,231
77000,489,231
77050,489,231
77100,489,231
77150,489,231
77200,488,231
77250,488,233
77300,489,231
77350,489,231
77400,489,231
77450,489,231
77500,489,231
77550,489,231
77600,489,231
77650,489,231
77700,489,231
77750,489,231
77800,488,233
77850,488,233
77900,488,233
77950,488,233
78000,488,233
78050,488,233
78100,488,233
78150,488,233
78200,488,233
78250,488,233
78300,488,233
78350,488,233
78400,488,231
78450,489,231
78500,489,231
78550,489,231
78600,489,231
78650,489,231
78700,489,231
78750,489,231
78800,488,231
78850,488,231
78900,488,231
78950,488,231
79000,488,231
79050,488,231
79100,488,231
79150,489,231
79200,489,231
79250,489,231
79300,489,231
79350,489,231
79400,489,231
79450,489,231
79500,489,231
79550,489,231
79600,488,231
79650,488,231
79700,488,231
79750,488,231
79800,488,231
79850,488,231
79900,488,231
79950,489,231
80000,489,231
80050,489,231
80100,489,231
80150,489,231
80200,488,232
80250,488,232
80300,488,232
80350,488,233
80400,488,233
80450,489,231
80500,489,231
80550,489,231
80600,489,231
80650,489,231
80700,489,231
80750,489,231
80800,489,231
80850,489,231
80900,489,231
80950,489,231
81000,489,231
81050,489,231
81100,489,231
81150,489,231
81200,489,231
81250,489,231
81300,489,231
81350,489,231
81400,488,231
81450,488,232
81500,488,232
81550,488,231
81600,488,231
81650,488,231
81700,488,231
81750,488,232
81800,488,232
81850,488,232
81900,488,232
81950,488,232
82000,488,233
82050,488,233
82100,488,233
82150,488,233
82200,488,233
82250,488,233
82300,488,233
82350,488,231
82400,488,231
82450,488,231
82500,488,233
82550,488,233
82600,488,231
82650,488,231
82700,488,231
82750,488,231
82800,488,231
82850,489,231
82900,489,231
82950,489,231
83000,489,231
83050,489,231
83100,489,231
83150,489,231
83200,488,231
83250,488,231
83300,488,231
83350,488,231
83400,488,231
83450,488,231
83500,488,231
83550,488,231
83600,488,231
83650,488,231
83700,488,231
83750,488,231
83800,488,231
83850,488,231
83900,488,231
83950,488,231
84000,488,231
84050,488,231
84100,488,231
84150,488,231
84200,488,231
84250,488,231
84300,488,231
84350,488,231
84400,488,231
84450,489,231
84500,489,231
84550,489,231
84600,489,231
84650,489,231
84700,489,231
84750,489,231
84800,489,231
84850,489,231
84900,489,231
84950,489,231
85000,488,231
85050,488,231
85100,488,231
85150,488,231
85200,488,232
85250,488,232
85300,488,231
85350,488,231
85400,488,231
85450,488,231
85500,488,231
85550,488,231
85600,488,231
85650,488,231
85700,488,231
85750,488,231
85800,488,231
85850,488,231
85900,488,231
85950,488,231
86000,488,231
86050,488,231
86100,488,231
86150,488,231
86200,488,231
86250,488,231
86300,488,231
86350,488,231
86400,488,231
86450,488,231
86500,488,231
86550,488,231
86600,488,231
86650,488,231
86700,488,231
86750,488,231
86800,488,231
86850,488,231
86900,488,232
86950,488,231
87000,488,231
87050,488,231
87100,488,231
87150,488,231
87200,488,231
87250,488,231
87300,488,232
87350,488,232
87400,488,231
87450,488,231
87500,488,231
87550,488,231
87600,488,231
87650,488,231
87700,488,231
87750,488,231
87800,488,231
87850,488,231
87900,488,231
87950,488,231
88000,488,233
88050,488,233
88100,488,233
88150,488,233
88200,488,233
88250,488,233
88300,488,233
88350,488,233
88400,488,233
88450,488,233
88500,488,233
88550,488,233
88600,488,231
88650,488,231
88700,488,231
88750,488,231
88800,488,231
88850,488,231
88900,488,231
88950,488,233
89000,488,233
89050,488,231
89100,488,231
89150,488,231
89200,488,231
89250,488,231
89300,488,231
89350,488,231
89400,488,231
89450,488,231
89500,488,231
89550,488,231
89600,488,231
89650,488,231
89700,488,231
89750,488,231
89800,488,231
89850,488,231
89900,488,231
89950,488,231
90000,488,231
90050,488,231
90100,488,231
90150,488,231
90200,488,231
90250,488,231
90300,488,231
90350,488,231
90400,488,233
90450,488,233
90500,488,233
90550,488,233
90600,488,233
90650,488,231
90700,488,231
90750,488,233
90800,488,233
90850,488,231
90900,488,231
90950,488,231
91000,488,231
91050,488,231
91100,488,231
91150,488,233
91200,488,233
91250,488,233
91300,488,233
91350,488,233
91400,488,233
91450,488,233
91500,488,233
91550,488,233
91600,488,233
91650,488,233
91700,488,233
91750,488,233
91800,488,233
91850,488,233
91900,488,232
91950,488,233
92000,488,233
92050,488,233
92100,488,233
92150,488,233
92200,488,231
92250,488,231
92300,488,231
92350,488,231
92400,488,231
92450,488,231
92500,488,233
92550,488,233
92600,488,233
92650,488,233
92700,488,233
92750,488,233
92800,488,231
92850,488,231
92900,488,231
92950,488,231
93000,488,231
93050,488,231
93100,488,231
93150,488,231
93200,488,232
93250,488,232
93300,488,232
93350,488,232
93400,488,231
93450,488,231
93500,488,231
93550,488,231
93600,488,231
93650,488,231
93700,488,231
93750,488,231
93800,488,231
93850,488,231
93900,488,231
93950,488,231
94000,488,231
94050,488,231
94100,488,231
94150,488,231
94200,488,231
94250,488,231
94300,488,231
94350,488,231
94400,488,231
94450,488,231
94500,488,231
94550,488,231
94600,488,231
94650,488,231
94700,488,231
94750,488,231
94800,488,231
94850,488,231
94900,488,231
94950,488,231
95000,488,231
95050,488,231
95100,488,231
95150,488,231
95200,488,231
95250,488,231
95300,488,231
95350,488,231
95400,488,232
95450,488,232
95500,488,232
95550,488,232
95600,488,232
95650,488,232
95700,488,232
95750,488,232
95800,488,231
95850,488,231
95900,488,231
95950,488,231
96000,488,231
96050,488,231
96100,488,231
96150,488,231
96200,488,231
96250,488,231
96300,488,231
96350,488,231
96400,488,231
96450,488,231
96500,488,231
96550,488,231
96600,488,231
96650,488,231
96700,488,231
96750,488,231
96800,488,231
96850,488,231
96900,488,231
96950,488,231
97000,488,231
97050,488,231
97100,488,231
97150,488,231
97200,488,231
97250,488,231
97300,488,231
97350,488,231
97400,488,231
97450,488,231
97500,488,231
97550,488,231
97600,488,231
97650,488,231
97700,488,231
97750,488,232
97800,488,231
97850,488,231
97900,488,231
97950,488,231
98000,488,231
98050,488,231
98100,488,231
98150,488,231
98200,488,231
98250,488,231
98300,488,231
98350,488,231
98400,488,231
98450,488,231
98500,488,231
98550,488,231
98600,488,231
98650,488,231
98700,488,231
98750,488,231
98800,488,231
98850,488,231
98900,488,231
98950,488,231
99000,488,231
99050,488,231
99100,488,231
99150,488,231
99200,488,231
99250,488,231
99300,488,231
99350,488,231
99400,488,231
99450,488,231
99500,488,231
99550,488,231
99600,488,231
99650,488,231
99700,488,231
99750,488,232
99800,488,232
99850,488,232
99900,488,232
99950,488,232
