frame,x,y
100000,488,231
100050,488,231
100100,488,231
100150,488,231
100200,488,231
100250,488,231
100300,488,231
100350,488,231
100400,488,231
100450,488,231
100500,488,231
100550,488,231
100600,488,231
100650,488,231
100700,488,231
100750,488,231
100800,488,231
100850,488,231
100900,488,231
100950,488,231
101000,488,231
101050,488,231
101100,488,231
101150,488,231
101200,487,231
101250,487,231
101300,488,231
101350,488,231
101400,488,231
101450,488,231
101500,488,231
101550,488,231
101600,488,231
101650,488,231
101700,488,231
101750,488,231
101800,487,231
101850,487,231
101900,487,231
101950,487,231
102000,487,231
102050,487,231
102100,487,231
102150,487,231
102200,487,231
102250,487,231
102300,487,231
102350,487,231
102400,488,231
102450,487,231
102500,488,231
102550,488,232
102600,488,232
102650,488,232
102700,488,231
102750,488,231
102800,488,231
102850,488,231
102900,488,231
102950,488,231
103000,488,231
103050,488,231
103100,488,231
103150,488,232
103200,488,232
103250,488,232
103300,488,232
103350,488,232
103400,488,232
103450,488,232
103500,488,232
103550,488,232
103600,487,231
103650,487,231
103700,487,231
103750,488,231
103800,488,231
103850,488,231
103900,488,231
103950,488,231
104000,488,231
104050,488,231
104100,488,231
104150,488,231
104200,487,231
104250,487,231
104300,487,231
104350,487,231
104400,487,231
104450,487,231
104500,487,231
104550,487,231
104600,487,231
104650,487,231
104700,487,231
104750,487,231
104800,487,231
104850,487,231
104900,487,231
104950,487,231
105000,487,231
105050,487,231
105100,487,231
105150,487,231
105200,487,231
105250,488,231
105300,488,231
105350,488,231
105400,488,231
105450,488,231
105500,488,231
105550,488,231
105600,488,231
105650,488,231
105700,488,231
105750,488,231
105800,488,231
105850,488,231
105900,488,231
105950,488,231
106000,488,231
106050,488,231
106100,488,231
106150,488,231
106200,488,231
106250,488,231
106300,488,231
106350,488,231
106400,488,231
106450,488,231
106500,488,231
106550,488,231
106600,488,231
106650,487,231
106700,487,231
106750,487,231
106800,487,231
106850,487,231
106900,487,231
106950,487,231
107000,487,231
107050,487,231
107100,487,231
107150,487,231
107200,487,231
107250,487,231
107300,487,231
107350,487,231
107400,487,231
107450,487,231
107500,487,231
107550,487,231
107600,487,231
107650,487,231
107700,487,231
107750,487,231
107800,487,231
107850,487,231
107900,487,231
107950,487,231
108000,487,231
108050,487,231
108100,487,231
108150,487,231
108200,487,231
108250,487,231
108300,487,231
108350,487,231
108400,488,231
108450,487,231
108500,487,231
108550,487,231
108600,488,231
108650,488,231
108700,487,231
108750,487,231
108800,487,231
108850,487,231
108900,487,231
108950,487,231
109000,487,231
109050,487,231
109100,487,231
109150,487,231
109200,487,231
109250,487,231
109300,487,231
109350,487,231
109400,487,231
109450,487,231
109500,487,231
109550,487,231
109600,487,231
109650,487,231
109700,487,231
109750,487,231
109800,487,231
109850,487,231
109900,487,231
109950,487,231
110000,487,231
110050,487,231
110100,487,231
110150,487,231
110200,487,231
110250,487,231
110300,487,231
110350,487,231
110400,487,231
110450,487,231
110500,487,231
110550,487,231
110600,487,231
110650,487,231
110700,487,231
110750,487,231
110800,488,231
110850,488,231
110900,488,231
110950,488,231
111000,488,231
111050,488,231
111100,488,231
111150,488,231
111200,488,231
111250,488,231
111300,488,231
111350,488,231
111400,488,231
111450,488,231
111500,488,231
111550,488,231
111600,488,231
111650,487,231
111700,487,231
111750,487,231
111800,487,231
111850,487,231
111900,487,231
111950,487,231
112000,488,231
112050,488,231
112100,488,231
112150,488,231
112200,488,231
112250,488,231
112300,488,231
112350,488,231
112400,488,231
112450,488,231
112500,488,231
112550,488,231
112600,463,232
112650,463,232
112700,462,231
112750,462,231
112800,463,232
112850,463,232
112900,463,232
112950,463,232
113000,462,233
113050,462,231
113100,462,231
113150,462,231
113200,462,231
113250,462,231
113300,462,231
113350,462,231
113400,462,231
113450,462,231
113500,462,231
113550,462,231
113600,462,231
113650,462,231
113700,462,231
113750,462,231
113800,463,232
113850,463,232
113900,463,232
113950,462,233
114000,463,232
114050,463,232
114100,462,233
114150,462,233
114200,462,233
114250,462,231
114300,462,231
114350,462,231
114400,462,231
114450,462,231
114500,462,231
114550,462,231
114600,462,231
114650,462,231
114700,462,231
114750,462,231
114800,462,231
114850,462,231
114900,462,231
114950,462,233
115000,462,233
115050,462,233
115100,462,231
115150,462,231
115200,462,231
115250,462,233
115300,462,231
115350,462,231
115400,462,231
115450,462,231
115500,462,231
115550,462,231
115600,462,231
115650,462,231
115700,462,231
115750,462,231
115800,462,231
115850,463,232
115900,463,232
115950,462,233
116000,462,233
116050,462,233
116100,462,233
116150,462,233
116200,462,233
116250,462,233
116300,462,233
116350,462,233
116400,462,233
116450,462,233
116500,462,233
116550,462,233
116600,462,233
116650,462,233
116700,462,233
116750,462,233
116800,462,233
116850,462,233
116900,462,231
116950,462,231
117000,462,231
117050,462,231
117100,462,233
117150,462,233
117200,462,233
117250,463,232
117300,462,233
117350,462,233
117400,462,233
117450,462,233
117500,462,233
117550,462,233
117600,462,233
117650,463,232
117700,463,232
117750,463,232
117800,463,232
117850,462,233
117900,462,233
117950,462,233
118000,462,233
118050,462,233
118100,462,233
118150,462,233
118200,462,233
118250,462,233
118300,462,233
118350,462,233
118400,462,233
118450,462,231
118500,462,231
118550,462,231
118600,462,231
118650,462,231
118700,462,231
118750,462,231
118800,462,231
118850,462,231
118900,462,231
118950,462,231
119000,462,233
119050,462,231
119100,462,231
119150,462,231
119200,462,231
119250,462,233
119300,462,231
119350,462,231
119400,462,231
119450,462,231
119500,462,231
119550,462,231
119600,462,231
119650,462,231
119700,462,231
119750,462,231
119800,462,231
119850,462,231
119900,462,231
119950,462,231
120000,462,231
120050,462,231
120100,462,233
120150,462,233
120200,462,233
120250,462,231
120300,462,231
120350,462,231
120400,462,231
120450,462,231
120500,462,231
120550,462,231
120600,462,231
120650,462,231
120700,462,231
120750,462,231
120800,462,231
120850,462,233
120900,462,233
120950,462,233
121000,462,233
121050,463,232
121100,463,232
121150,462,231
121200,462,231
121250,462,231
121300,463,232
121350,462,231
121400,462,233
121450,462,233
121500,462,233
121550,462,233
121600,462,233
121650,462,231
121700,462,231
121750,462,231
121800,462,231
121850,462,231
121900,462,231
121950,462,231
122000,462,231
122050,462,233
122100,462,233
122150,462,233
122200,462,233
122250,462,233
122300,462,233
122350,462,233
122400,462,233
122450,462,233
122500,462,233
122550,462,233
122600,462,233
122650,462,231
122700,462,231
122750,462,231
122800,462,231
122850,462,231
122900,462,231
122950,462,231
123000,462,231
123050,462,231
123100,462,231
123150,462,233
123200,462,233
123250,462,233
123300,462,233
123350,462,233
123400,462,233
123450,462,233
123500,462,233
123550,462,233
123600,462,233
123650,462,233
123700,462,233
123750,462,233
123800,462,233
123850,462,233
123900,462,233
123950,462,233
124000,462,233
124050,462,233
124100,462,233
124150,462,233
124200,462,233
124250,462,233
124300,462,233
124350,462,233
124400,462,233
124450,462,233
124500,462,233
124550,462,233
124600,462,233
124650,462,233
124700,462,233
124750,462,233
124800,462,233
124850,462,233
124900,462,233
124950,462,233
125000,462,233
125050,462,231
125100,462,231
125150,462,231
125200,462,233
125250,462,233
125300,462,232
125350,462,231
125400,462,232
125450,462,231
125500,462,231
125550,462,233
125600,462,233
125650,462,233
125700,462,233
125750,462,233
125800,462,233
125850,462,233
125900,462,233
125950,462,233
126000,462,233
126050,462,233
126100,462,233
126150,462,233
126200,463,231
126250,462,231
126300,462,231
126350,462,231
126400,462,231
126450,462,231
126500,462,231
126550,462,231
126600,462,231
126650,462,231
126700,462,233
126750,462,233
126800,462,233
126850,462,231
126900,462,231
126950,462,231
127000,462,231
127050,462,231
127100,462,231
127150,462,231
127200,462,231
127250,462,231
127300,462,231
127350,462,231
127400,462,231
127450,463,231
127500,463,231
127550,463,231
127600,463,231
127650,462,233
127700,463,231
127750,463,231
127800,463,231
127850,463,231
127900,463,231
127950,463,231
128000,463,231
128050,462,233
128100,462,233
128150,462,233
128200,462,233
128250,462,233
128300,462,233
128350,462,233
128400,462,233
128450,462,233
128500,462,233
128550,462,233
128600,462,233
128650,462,231
128700,462,231
128750,462,231
128800,462,231
128850,462,231
128900,462,231
128950,462,231
129000,462,231
129050,462,231
129100,462,231
129150,462,231
129200,462,231
129250,462,231
129300,462,231
129350,462,231
129400,462,233
129450,462,233
129500,462,233
129550,462,231
129600,462,231
129650,462,231
129700,462,231
129750,462,231
129800,462,231
129850,462,233
129900,462,233
129950,462,233
130000,462,233
130050,462,233
130100,462,233
130150,462,233
130200,462,233
130250,462,233
130300,462,233
130350,462,233
130400,462,233
130450,462,233
130500,462,233
130550,462,233
130600,462,233
130650,462,233
130700,462,233
130750,462,233
130800,462,233
130850,462,233
130900,462,233
130950,462,233
131000,462,233
131050,462,231
131100,462,231
131150,462,231
131200,462,231
131250,462,231
131300,462,231
131350,462,231
131400,462,231
131450,462,231
131500,462,231
131550,462,231
131600,462,231
131650,462,233
131700,463,232
131750,463,232
131800,463,232
131850,463,232
131900,463,232
131950,462,233
132000,462,233
132050,462,233
132100,462,233
132150,462,233
132200,462,233
132250,463,231
132300,463,231
132350,463,231
132400,463,231
132450,462,233
132500,462,231
132550,462,233
132600,463,232
132650,462,233
132700,462,233
132750,462,233
132800,462,231
132850,462,231
132900,462,231
132950,462,231
133000,462,231
133050,462,231
133100,462,231
133150,462,231
133200,462,231
133250,462,231
133300,462,231
133350,462,231
133400,462,231
133450,462,233
133500,462,233
133550,462,233
133600,463,232
133650,462,233
133700,462,233
133750,463,232
133800,463,232
133850,462,231
133900,462,231
133950,462,231
134000,462,233
134050,462,233
134100,462,233
134150,462,233
134200,462,233
134250,462,233
134300,462,233
134350,462,233
134400,462,233
134450,462,233
134500,462,233
134550,462,233
134600,462,233
134650,462,232
134700,462,232
134750,462,232
134800,462,232
134850,462,233
134900,462,232
134950,462,232
135000,462,232
135050,464,232
135100,464,232
135150,464,232
135200,464,232
135250,462,233
135300,462,233
135350,462,233
135400,464,232
135450,464,232
135500,464,232
135550,464,232
135600,464,232
135650,462,232
135700,462,231
135750,464,232
135800,464,232
135850,464,232
135900,464,232
135950,464,232
136000,464,232
136050,464,232
136100,464,232
136150,464,232
136200,464,232
136250,464,232
136300,464,232
136350,464,232
136400,464,232
136450,463,232
136500,463,232
136550,463,232
136600,463,232
136650,463,231
136700,464,232
136750,464,232
136800,464,232
136850,464,232
136900,464,232
136950,464,232
137000,464,232
137050,463,233
137100,463,233
137150,463,233
137200,463,233
137250,463,233
137300,463,233
137350,463,233
137400,463,233
137450,463,233
137500,463,233
137550,463,233
137600,463,231
137650,464,232
137700,464,232
137750,464,232
137800,464,232
137850,464,232
137900,464,232
137950,464,232
138000,464,232
138050,464,232
138100,464,232
138150,464,232
138200,464,232
138250,464,232
138300,464,232
138350,464,232
138400,464,232
138450,464,232
138500,464,232
138550,464,232
138600,464,232
138650,464,232
138700,464,232
138750,464,232
138800,464,232
138850,464,232
138900,464,232
138950,464,232
139000,464,232
139050,464,232
139100,464,232
139150,464,232
139200,464,232
139250,464,232
139300,464,232
139350,464,232
139400,464,232
139450,464,232
139500,464,232
139550,464,232
139600,464,232
139650,464,232
139700,464,232
139750,464,232
139800,464,232
139850,464,232
139900,464,232
139950,464,232
140000,464,231
140050,464,232
140100,464,232
140150,464,232
140200,464,232
140250,464,232
140300,464,232
140350,464,232
140400,464,232
140450,464,232
140500,464,232
140550,464,232
140600,464,232
140650,464,232
140700,464,232
140750,464,232
140800,464,232
140850,464,232
140900,464,232
140950,464,232
141000,464,232
141050,464,232
141100,464,232
141150,464,232
141200,464,232
141250,464,232
141300,464,232
141350,464,231
141400,464,231
141450,464,231
141500,464,231
141550,464,231
141600,464,231
141650,464,231
141700,464,231
141750,464,231
141800,464,231
141850,464,232
141900,464,232
141950,464,232
142000,464,232
142050,464,232
142100,464,232
142150,464,232
142200,464,232
142250,464,232
142300,464,232
142350,464,232
142400,464,232
142450,464,232
142500,464,232
142550,464,232
142600,464,232
142650,464,232
142700,464,231
142750,464,232
142800,464,231
142850,464,231
142900,464,232
142950,464,232
143000,464,232
143050,464,231
143100,464,231
143150,464,231
143200,464,231
143250,464,231
143300,464,231
143350,464,231
143400,464,231
143450,464,231
143500,464,231
143550,464,231
143600,464,231
143650,464,231
143700,464,231
143750,464,231
143800,464,231
143850,464,231
143900,464,231
143950,464,231
144000,464,231
144050,464,231
144100,464,231
144150,464,231
144200,464,231
144250,464,232
144300,464,232
144350,464,232
144400,464,232
144450,464,232
144500,464,231
144550,464,231
144600,464,231
144650,464,231
144700,464,231
144750,464,231
144800,464,231
144850,464,231
144900,464,231
144950,464,232
145000,464,232
145050,464,232
145100,464,232
145150,464,232
145200,464,232
145250,464,232
145300,464,232
145350,464,232
145400,464,232
145450,464,231
145500,464,231
145550,464,231
145600,464,231
145650,464,231
145700,464,231
145750,464,231
145800,464,231
145850,464,231
145900,464,232
145950,464,232
146000,464,232
146050,464,231
146100,464,231
146150,464,231
146200,464,231
146250,464,231
146300,464,231
146350,464,231
146400,464,231
146450,464,231
146500,464,231
146550,464,231
146600,464,231
146650,464,232
146700,464,232
146750,464,232
146800,464,232
146850,464,232
146900,464,232
146950,464,232
147000,464,232
147050,464,232
147100,464,232
147150,464,232
147200,464,232
147250,464,231
147300,464,231
147350,464,231
147400,464,231
147450,464,231
147500,464,231
147550,464,231
147600,464,231
147650,464,231
147700,464,231
147750,464,231
147800,464,231
147850,464,232
147900,464,232
147950,464,232
148000,464,232
148050,464,232
148100,464,232
148150,464,232
148200,464,232
148250,464,232
148300,464,232
148350,464,231
148400,464,231
148450,464,232
148500,464,232
148550,464,232
148600,465,231
148650,465,231
148700,465,231
148750,465,231
148800,465,231
148850,465,231
148900,464,232
148950,464,232
149000,464,232
149050,464,231
149100,464,231
149150,464,231
149200,464,231
149250,464,231
149300,464,232
149350,464,232
149400,464,232
149450,464,232
149500,464,232
149550,464,232
149600,464,232
149650,464,231
149700,464,231
149750,464,231
149800,464,231
149850,464,231
149900,464,231
149950,464,231
150000,464,231
150050,464,231
150100,464,231
150150,468,231
150200,468,231
150250,468,231
150300,468,231
150350,468,231
150400,468,231
150450,468,231
150500,468,231
150550,468,231
150600,468,231
150650,468,231
150700,468,231
150750,468,231
150800,468,231
150850,468,231
150900,468,231
150950,468,231
151000,468,231
151050,468,231
151100,468,231
151150,468,231
151200,468,231
151250,468,231
151300,468,231
151350,468,231
151400,468,231
151450,468,231
151500,468,231
151550,468,231
151600,468,231
151650,468,231
151700,468,231
151750,468,231
151800,468,231
151850,468,231
151900,468,231
151950,468,231
152000,468,231
152050,468,231
152100,468,231
152150,469,232
152200,469,232
152250,469,232
152300,469,232
152350,468,231
152400,468,231
152450,468,231
152500,468,231
152550,468,231
152600,468,231
152650,468,231
152700,468,231
152750,468,231
152800,468,231
152850,468,231
152900,468,231
152950,468,231
153000,468,231
153050,468,231
153100,468,231
153150,468,231
153200,468,231
153250,468,231
153300,468,231
153350,468,231
153400,468,231
153450,468,231
153500,468,231
153550,468,231
153600,468,231
153650,468,231
153700,468,231
153750,468,231
153800,468,231
153850,468,231
153900,468,231
153950,468,231
154000,468,231
154050,468,231
154100,468,231
154150,468,231
154200,468,231
154250,468,231
154300,468,231
154350,468,231
154400,468,231
154450,468,231
154500,468,231
154550,468,231
154600,468,231
154650,468,231
154700,468,232
154750,468,232
154800,468,231
154850,468,231
154900,468,231
154950,468,231
155000,468,231
155050,468,231
155100,468,231
155150,468,231
155200,468,231
155250,468,231
155300,468,231
155350,468,231
155400,468,231
155450,468,231
155500,469,231
155550,469,231
155600,469,231
155650,469,231
155700,469,231
155750,469,231
155800,469,231
155850,469,231
155900,469,231
155950,469,231
156000,469,231
156050,469,231
156100,469,231
156150,468,232
156200,469,231
156250,469,231
156300,469,232
156350,469,231
156400,469,231
156450,469,231
156500,469,231
156550,469,231
156600,469,231
156650,469,231
156700,469,231
156750,468,231
156800,468,231
156850,468,231
156900,468,231
156950,468,231
157000,468,232
157050,468,232
157100,468,232
157150,468,232
157200,468,232
157250,468,232
157300,468,232
157350,469,231
157400,469,231
157450,469,231
157500,469,231
157550,469,231
157600,469,231
157650,469,231
157700,468,231
157750,469,232
157800,469,232
157850,469,232
157900,469,232
157950,469,231
158000,469,231
158050,469,231
158100,469,231
158150,469,231
158200,469,231
158250,469,231
158300,469,231
158350,469,231
158400,469,231
158450,469,231
158500,469,231
158550,469,232
158600,469,232
158650,469,232
158700,469,232
158750,469,232
158800,469,232
158850,469,232
158900,469,232
158950,469,232
159000,469,232
159050,469,231
159100,469,231
159150,469,231
159200,469,231
159250,469,231
159300,469,231
159350,469,231
159400,469,231
159450,469,231
159500,469,231
159550,469,231
159600,469,231
159650,469,231
159700,469,231
159750,469,232
159800,469,232
159850,469,232
159900,469,232
159950,469,232
160000,469,232
160050,469,232
160100,469,231
160150,469,231
160200,469,231
160250,469,231
160300,469,231
160350,469,231
160400,469,231
160450,469,231
160500,469,231
160550,469,231
160600,469,231
160650,469,231
160700,469,231
160750,469,231
160800,469,231
160850,469,232
160900,469,232
160950,468,231
161000,468,231
161050,468,231
161100,468,231
161150,468,231
161200,468,231
161250,468,231
161300,468,231
161350,468,231
161400,468,231
161450,468,231
161500,468,231
161550,469,231
161600,469,231
161650,469,231
161700,469,231
161750,469,231
161800,469,231
161850,469,231
161900,469,231
161950,469,231
162000,469,231
162050,469,231
162100,469,231
162150,469,231
162200,469,231
162250,469,231
162300,469,231
162350,469,231
162400,469,231
162450,469,231
162500,469,231
162550,469,231
162600,469,231
162650,469,231
162700,469,231
162750,468,231
162800,468,231
162850,468,231
162900,468,231
162950,468,231
163000,468,231
163050,468,231
163100,468,231
163150,468,231
163200,468,231
163250,468,231
163300,468,231
163350,468,232
163400,468,232
163450,468,232
163500,469,232
163550,469,232
163600,469,232
163650,469,232
163700,469,232
163750,469,232
163800,469,232
163850,469,232
163900,469,232
163950,469,232
164000,469,232
164050,469,232
164100,469,232
164150,469,232
164200,469,232
164250,469,232
164300,469,232
164350,469,232
164400,469,232
164450,469,232
164500,469,232
164550,469,232
164600,468,230
164650,468,230
164700,468,230
164750,468,230
164800,468,230
164850,468,230
164900,468,230
164950,468,230
165000,468,230
165050,468,230
165100,468,230
165150,468,232
165200,468,232
165250,468,232
165300,468,232
165350,468,232
165400,468,232
165450,469,232
165500,468,230
165550,468,230
165600,468,230
165650,468,232
165700,468,232
165750,468,230
165800,468,230
165850,468,230
165900,468,230
165950,468,230
166000,468,230
166050,468,230
166100,468,230
166150,468,230
166200,468,230
166250,468,230
166300,468,230
166350,468,232
166400,468,232
166450,469,231
166500,469,231
166550,468,231
166600,468,231
166650,468,231
166700,468,231
166750,468,231
166800,468,231
166850,468,231
166900,468,231
166950,468,231
167000,468,231
167050,468,231
167100,468,231
167150,468,231
167200,468,231
167250,468,231
167300,468,231
167350,468,231
167400,468,231
167450,468,231
167500,468,231
167550,468,231
167600,468,231
167650,468,231
167700,468,231
167750,468,231
167800,468,231
167850,468,231
167900,468,231
167950,468,231
168000,468,231
168050,468,231
168100,468,231
168150,468,232
168200,468,232
168250,468,232
168300,468,232
168350,468,232
168400,468,232
168450,468,232
168500,468,232
168550,468,232
168600,468,232
168650,468,232
168700,468,232
168750,468,231
168800,468,231
168850,468,231
168900,468,231
168950,468,231
169000,468,231
169050,468,231
169100,468,231
169150,468,231
169200,468,231
169250,468,231
169300,468,231
169350,468,231
169400,468,231
169450,468,231
169500,468,231
169550,468,231
169600,468,231
169650,468,231
169700,468,231
169750,468,231
169800,468,231
169850,468,231
169900,468,231
169950,468,231
170000,468,231
170050,468,231
170100,468,230
170150,468,230
170200,468,230
170250,468,230
170300,468,230
170350,468,230
170400,468,230
170450,468,230
170500,468,230
170550,468,231
170600,468,231
170650,468,231
170700,468,231
170750,468,231
170800,468,231
170850,468,231
170900,468,231
170950,468,231
171000,468,231
171050,468,231
171100,468,231
171150,469,231
171200,469,231
171250,468,231
171300,468,231
171350,468,231
171400,468,231
171450,468,231
171500,468,231
171550,468,231
171600,468,231
171650,468,231
171700,468,231
171750,468,231
171800,468,231
171850,468,231
171900,468,231
171950,468,231
172000,468,231
172050,468,231
172100,468,231
172150,468,231
172200,468,231
172250,468,231
172300,468,231
172350,468,231
172400,468,231
172450,468,231
172500,468,231
172550,468,231
172600,468,231
172650,468,231
172700,468,231
172750,468,231
172800,468,231
172850,468,231
172900,468,231
172950,468,231
173000,468,231
173050,468,231
173100,468,231
173150,468,231
173200,468,231
173250,468,231
173300,468,231
173350,468,231
173400,468,231
173450,468,231
173500,468,231
173550,468,231
173600,468,231
173650,468,231
173700,468,231
173750,468,231
173800,468,231
173850,468,231
173900,468,231
173950,468,231
174000,468,231
174050,468,231
174100,468,231
174150,468,231
174200,468,231
174250,468,231
174300,468,231
174350,468,230
174400,468,230
174450,468,230
174500,468,230
174550,468,230
174600,468,230
174650,468,230
174700,468,230
174750,468,230
174800,469,231
174850,469,231
174900,469,231
174950,469,231
175000,469,231
175050,469,231
175100,469,231
175150,469,231
175200,469,231
175250,469,231
175300,468,232
175350,468,231
175400,468,231
175450,468,231
175500,468,231
175550,468,231
175600,468,231
175650,468,231
175700,468,231
175750,468,231
175800,468,231
175850,468,231
175900,468,231
175950,468,231
176000,468,232
176050,468,232
176100,468,232
176150,468,232
176200,468,232
176250,468,230
176300,468,230
176350,468,230
176400,468,230
176450,468,230
176500,468,230
176550,469,232
176600,469,232
176650,469,232
176700,469,232
176750,469,232
176800,469,232
176850,469,232
176900,469,232
176950,469,232
177000,469,232
177050,469,232
177100,469,232
177150,468,231
177200,468,231
177250,468,231
177300,468,231
177350,468,232
177400,468,232
177450,468,232
177500,468,232
177550,468,232
177600,468,232
177650,468,232
177700,468,232
177750,468,230
177800,468,230
177850,468,230
177900,468,230
177950,468,230
178000,468,230
178050,468,230
178100,468,230
178150,468,230
178200,468,232
178250,468,230
178300,468,230
178350,469,231
178400,468,231
178450,468,231
178500,468,231
178550,468,232
178600,468,232
178650,468,232
178700,468,232
178750,468,232
178800,468,232
178850,468,232
178900,468,232
178950,469,231
179000,469,231
179050,469,232
179100,469,232
179150,469,232
179200,468,231
179250,468,231
179300,468,231
179350,468,231
179400,469,232
179450,469,232
179500,469,231
179550,468,232
179600,468,232
179650,468,232
179700,468,232
179750,468,232
179800,468,232
179850,468,232
179900,468,232
179950,468,232
180000,468,232
180050,468,232
180100,468,232
180150,469,231
180200,469,231
180250,469,231
180300,469,231
180350,469,231
180400,469,231
180450,469,231
180500,469,231
180550,469,231
180600,469,231
180650,469,232
180700,469,232
180750,468,232
180800,468,232
180850,468,232
180900,468,232
180950,468,232
181000,468,232
181050,468,232
181100,468,232
181150,468,232
181200,468,232
181250,469,232
181300,469,232
181350,468,232
181400,469,232
181450,469,231
181500,469,231
181550,469,231
181600,469,231
181650,469,231
181700,469,231
181750,469,231
181800,469,231
181850,469,231
181900,469,231
181950,469,232
182000,469,232
182050,469,232
182100,469,232
182150,469,232
182200,469,232
182250,469,231
182300,469,231
182350,469,231
182400,469,231
182450,469,231
182500,469,232
182550,469,231
182600,469,231
182650,469,231
182700,469,231
182750,469,231
182800,469,231
182850,469,231
182900,469,231
182950,469,231
183000,469,231
183050,469,231
183100,469,231
183150,469,232
183200,469,232
183250,469,232
183300,469,232
183350,469,232
183400,469,232
183450,469,232
183500,469,232
183550,469,232
183600,468,232
183650,468,232
183700,469,231
183750,468,231
183800,468,231
183850,468,231
183900,468,231
183950,468,231
184000,469,231
184050,469,231
184100,469,231
184150,469,231
184200,468,231
184250,468,231
184300,468,231
184350,469,232
184400,469,232
184450,469,232
184500,469,232
184550,469,232
184600,469,232
184650,469,232
184700,469,232
184750,469,232
184800,469,232
184850,469,232
184900,469,232
184950,468,231
185000,468,231
185050,468,231
185100,468,231
185150,468,231
185200,468,231
185250,468,231
185300,468,231
185350,468,231
185400,469,232
185450,469,232
185500,469,232
185550,468,231
185600,468,231
185650,468,231
185700,468,231
185750,468,231
185800,468,231
185850,468,231
185900,468,231
185950,468,231
186000,468,231
186050,468,231
186100,468,231
186150,468,232
186200,468,232
186250,468,232
186300,468,232
186350,468,232
186400,468,231
186450,468,231
186500,468,231
186550,468,231
186600,468,231
186650,468,231
186700,468,231
186750,468,231
186800,468,231
186850,468,231
186900,468,231
186950,468,231
187000,468,231
187050,468,231
187100,468,231
187150,468,231
187200,468,231
187250,468,231
187300,468,231
187350,468,231
187400,468,231
187450,468,231
187500,468,231
187550,468,231
187600,468,231
187650,468,231
187700,474,231
187750,474,231
187800,474,231
187850,474,231
187900,474,231
187950,474,231
188000,474,231
188050,474,231
188100,474,231
188150,474,231
188200,474,231
188250,474,231
188300,474,231
188350,474,231
188400,474,231
188450,474,231
188500,474,231
188550,474,231
188600,474,232
188650,474,232
188700,474,232
188750,474,232
188800,474,232
188850,474,232
188900,474,231
188950,474,231
189000,474,231
189050,474,231
189100,474,231
189150,474,231
189200,474,231
189250,474,231
189300,474,231
189350,474,231
189400,474,231
189450,474,231
189500,474,231
189550,474,231
189600,474,231
189650,474,231
189700,474,232
189750,474,232
189800,474,232
189850,474,232
189900,474,232
189950,474,232
190000,474,232
190050,474,232
190100,474,232
190150,474,232
190200,474,232
190250,474,231
190300,474,231
190350,474,231
190400,474,231
190450,474,231
190500,474,231
190550,474,231
190600,474,231
190650,474,231
190700,474,231
190750,474,231
190800,474,231
190850,474,231
190900,474,231
190950,474,231
191000,474,231
191050,474,231
191100,474,231
191150,474,231
191200,474,231
191250,474,231
191300,474,231
191350,474,231
191400,474,231
191450,474,231
191500,474,231
191550,474,231
191600,474,231
191650,474,231
191700,474,231
191750,474,231
191800,474,231
191850,474,231
191900,474,231
191950,474,231
192000,474,231
192050,474,231
192100,474,231
192150,474,231
192200,474,231
192250,474,231
192300,474,231
192350,474,231
192400,474,231
192450,474,231
192500,474,231
192550,474,231
192600,474,231
192650,474,231
192700,474,231
192750,474,231
192800,474,231
192850,474,231
192900,474,231
192950,474,231
193000,474,231
193050,474,231
193100,474,231
193150,474,231
193200,474,231
193250,474,231
193300,474,231
193350,474,231
193400,474,231
193450,474,231
193500,474,231
193550,474,231
193600,474,231
193650,474,231
193700,474,231
193750,474,231
193800,474,231
193850,474,231
193900,474,231
193950,474,231
194000,474,231
194050,474,231
194100,474,231
194150,474,231
194200,474,231
194250,474,231
194300,474,231
194350,474,231
194400,474,231
194450,474,231
194500,474,231
194550,474,231
194600,474,231
194650,474,231
194700,474,231
194750,474,231
194800,474,231
194850,474,231
194900,474,231
194950,474,231
195000,474,231
195050,474,231
195100,474,231
195150,474,231
195200,474,231
195250,474,231
195300,474,231
195350,474,231
195400,474,231
195450,474,231
195500,474,231
195550,474,231
195600,474,231
195650,474,231
195700,474,231
195750,474,231
195800,472,231
195850,472,231
195900,474,231
195950,474,231
196000,474,231
196050,473,232
196100,473,232
196150,473,232
196200,473,232
196250,474,231
196300,474,231
196350,474,231
196400,474,231
196450,474,231
196500,474,231
196550,474,231
196600,474,231
196650,474,231
196700,474,231
196750,474,231
196800,474,231
196850,474,231
196900,474,231
196950,474,231
197000,474,231
197050,474,231
197100,474,231
197150,474,231
197200,474,231
197250,474,231
197300,474,231
197350,474,231
197400,474,231
197450,474,231
197500,474,231
197550,474,231
197600,474,231
197650,473,231
197700,473,231
197750,473,231
197800,473,231
197850,473,231
197900,473,231
197950,473,231
198000,474,231
198050,473,231
198100,473,231
198150,473,231
198200,473,231
198250,473,231
198300,473,231
198350,473,231
198400,473,231
198450,473,231
198500,473,231
198550,473,231
198600,473,231
198650,473,231
198700,473,231
198750,473,231
198800,473,231
198850,473,231
198900,473,231
198950,473,231
199000,473,231
199050,473,231
199100,473,231
199150,473,231
199200,473,231
199250,473,231
199300,473,231
199350,473,231
199400,473,231
199450,473,231
199500,473,231
199550,473,231
199600,473,231
199650,473,231
199700,473,231
199750,473,231
199800,473,231
199850,473,231
199900,473,231
